"year","quarter","day_of_week_num","hour_of_day","attribute_name","attribute_value","n_obs","probability"
"2025","1","6","15","complexity_bucket","high","52","0.4262"
"2025","1","6","15","complexity_bucket","low","21","0.1721"
"2025","1","6","15","complexity_bucket","moderate","33","0.2705"
"2025","1","6","15","complexity_bucket","straightforward","3","0.0246"
"2025","1","6","15","complexity_bucket","UNKNOWN","2","0.0164"
"2025","1","6","16","acuity","1","1","0.0080"
"2025","1","6","16","acuity","2","35","0.2800"
"2025","1","6","16","acuity","3","69","0.5520"
"2025","1","6","16","acuity","4","18","0.1440"
"2025","1","6","16","acuity","UNKNOWN","2","0.0160"
"2025","1","6","16","age_group","18-64","85","0.6800"
"2025","1","6","16","age_group","65-84","30","0.2400"
"2025","1","6","16","age_group","85+","7","0.0560"
"2025","1","6","16","age_group","<18","3","0.0240"
"2025","1","6","16","arrival_mode","ground_ambulance","29","0.2320"
"2025","1","6","16","arrival_mode","self_presented","96","0.7680"
"2025","1","6","16","behavioral_health_flag","0","124","0.9920"
"2025","1","6","16","behavioral_health_flag","1","1","0.0080"
"2025","1","6","16","complexity_bucket","critical_care","11","0.0880"
"2025","1","6","16","complexity_bucket","high","60","0.4800"
"2025","1","6","16","complexity_bucket","low","14","0.1120"
"2025","1","6","16","complexity_bucket","moderate","37","0.2960"
"2025","1","6","16","complexity_bucket","straightforward","1","0.0080"
"2025","1","6","16","complexity_bucket","UNKNOWN","2","0.0160"
"2025","1","6","17","acuity","1","1","0.0092"
"2025","1","6","17","acuity","2","40","0.3670"
"2025","1","6","17","acuity","3","51","0.4679"
"2025","1","6","17","acuity","4","14","0.1284"
"2025","1","6","17","acuity","5","2","0.0183"
"2025","1","6","17","acuity","UNKNOWN","1","0.0092"
"2025","1","6","17","age_group","18-64","74","0.6789"
"2025","1","6","17","age_group","65-84","26","0.2385"
"2025","1","6","17","age_group","85+","8","0.0734"
"2025","1","6","17","age_group","<18","1","0.0092"
"2025","1","6","17","arrival_mode","ground_ambulance","25","0.2294"
"2025","1","6","17","arrival_mode","self_presented","84","0.7706"
"2025","1","6","17","behavioral_health_flag","0","105","0.9633"
"2025","1","6","17","behavioral_health_flag","1","4","0.0367"
"2025","1","6","17","complexity_bucket","critical_care","8","0.0734"
"2025","1","6","17","complexity_bucket","high","57","0.5229"
"2025","1","6","17","complexity_bucket","low","18","0.1651"
"2025","1","6","17","complexity_bucket","moderate","20","0.1835"
"2025","1","6","17","complexity_bucket","straightforward","6","0.0550"
"2025","1","6","18","acuity","1","1","0.0077"
"2025","1","6","18","acuity","2","39","0.3000"
"2025","1","6","18","acuity","3","73","0.5615"
"2025","1","6","18","acuity","4","17","0.1308"
"2025","1","6","18","age_group","18-64","83","0.6385"
"2025","1","6","18","age_group","65-84","27","0.2077"
"2025","1","6","18","age_group","85+","12","0.0923"
"2025","1","6","18","age_group","<18","8","0.0615"
"2025","1","6","18","arrival_mode","ground_ambulance","29","0.2231"
"2025","1","6","18","arrival_mode","self_presented","101","0.7769"
"2025","1","6","18","behavioral_health_flag","0","128","0.9846"
"2025","1","6","18","behavioral_health_flag","1","2","0.0154"
"2025","1","6","18","complexity_bucket","critical_care","8","0.0615"
"2025","1","6","18","complexity_bucket","high","72","0.5538"
"2025","1","6","18","complexity_bucket","low","24","0.1846"
"2025","1","6","18","complexity_bucket","minimal","1","0.0077"
"2025","1","6","18","complexity_bucket","moderate","17","0.1308"
"2025","1","6","18","complexity_bucket","straightforward","6","0.0462"
"2025","1","6","18","complexity_bucket","UNKNOWN","2","0.0154"
"2025","1","6","19","acuity","1","4","0.0320"
"2025","1","6","19","acuity","2","45","0.3600"
"2025","1","6","19","acuity","3","59","0.4720"
"2025","1","6","19","acuity","4","16","0.1280"
"2025","1","6","19","acuity","UNKNOWN","1","0.0080"
"2025","1","6","19","age_group","18-64","84","0.6720"
"2025","1","6","19","age_group","65-84","21","0.1680"
"2025","1","6","19","age_group","85+","9","0.0720"
"2025","1","6","19","age_group","<18","11","0.0880"
"2025","1","6","19","arrival_mode","ground_ambulance","36","0.2880"
"2025","1","6","19","arrival_mode","self_presented","89","0.7120"
"2025","1","6","19","behavioral_health_flag","0","121","0.9680"
"2025","1","6","19","behavioral_health_flag","1","4","0.0320"
"2025","1","6","19","complexity_bucket","critical_care","9","0.0720"
"2025","1","6","19","complexity_bucket","high","61","0.4880"
"2025","1","6","19","complexity_bucket","low","18","0.1440"
"2025","1","6","19","complexity_bucket","moderate","31","0.2480"
"2025","1","6","19","complexity_bucket","straightforward","4","0.0320"
"2025","1","6","19","complexity_bucket","UNKNOWN","2","0.0160"
"2025","1","6","20","acuity","2","24","0.2143"
"2025","1","6","20","acuity","3","65","0.5804"
"2025","1","6","20","acuity","4","20","0.1786"
"2025","1","6","20","acuity","5","1","0.0089"
"2025","1","6","20","acuity","UNKNOWN","2","0.0179"
"2025","1","6","20","age_group","18-64","76","0.6786"
"2025","1","6","20","age_group","65-84","27","0.2411"
"2025","1","6","20","age_group","85+","4","0.0357"
"2025","1","6","20","age_group","<18","4","0.0357"
"2025","1","6","20","age_group","UNKNOWN","1","0.0089"
"2025","1","6","20","arrival_mode","ground_ambulance","17","0.1518"
"2025","1","6","20","arrival_mode","self_presented","95","0.8482"
"2025","1","6","20","behavioral_health_flag","0","110","0.9821"
"2025","1","6","20","behavioral_health_flag","1","2","0.0179"
"2025","1","6","20","complexity_bucket","critical_care","10","0.0893"
"2025","1","6","20","complexity_bucket","high","55","0.4911"
"2025","1","6","20","complexity_bucket","low","16","0.1429"
"2025","1","6","20","complexity_bucket","moderate","24","0.2143"
"2025","1","6","20","complexity_bucket","straightforward","4","0.0357"
"2025","1","6","20","complexity_bucket","UNKNOWN","3","0.0268"
"2025","1","6","21","acuity","2","20","0.1980"
"2025","1","6","21","acuity","3","62","0.6139"
"2025","1","6","21","acuity","4","16","0.1584"
"2025","1","6","21","acuity","5","1","0.0099"
"2025","1","6","21","acuity","UNKNOWN","2","0.0198"
"2025","1","6","21","age_group","18-64","84","0.8317"
"2025","1","6","21","age_group","65-84","6","0.0594"
"2025","1","6","21","age_group","85+","1","0.0099"
"2025","1","6","21","age_group","<18","9","0.0891"
"2025","1","6","21","age_group","UNKNOWN","1","0.0099"
"2025","1","6","21","arrival_mode","ground_ambulance","12","0.1188"
"2025","1","6","21","arrival_mode","self_presented","89","0.8812"
"2025","1","6","21","behavioral_health_flag","0","99","0.9802"
"2025","1","6","21","behavioral_health_flag","1","2","0.0198"
"2025","1","6","21","complexity_bucket","critical_care","10","0.0990"
"2025","1","6","21","complexity_bucket","high","34","0.3366"
"2025","1","6","21","complexity_bucket","low","21","0.2079"
"2025","1","6","21","complexity_bucket","moderate","25","0.2475"
"2025","1","6","21","complexity_bucket","straightforward","8","0.0792"
"2025","1","6","21","complexity_bucket","UNKNOWN","3","0.0297"
"2025","1","6","22","acuity","1","2","0.0189"
"2025","1","6","22","acuity","2","23","0.2170"
"2025","1","6","22","acuity","3","64","0.6038"
"2025","1","6","22","acuity","4","12","0.1132"
"2025","1","6","22","acuity","5","3","0.0283"
"2025","1","6","22","acuity","UNKNOWN","2","0.0189"
"2025","1","6","22","age_group","18-64","66","0.6226"
"2025","1","6","22","age_group","65-84","23","0.2170"
"2025","1","6","22","age_group","85+","4","0.0377"
"2025","1","6","22","age_group","<18","11","0.1038"
"2025","1","6","22","age_group","UNKNOWN","2","0.0189"
"2025","1","6","22","arrival_mode","ground_ambulance","29","0.2736"
"2025","1","6","22","arrival_mode","self_presented","77","0.7264"
"2025","1","6","22","behavioral_health_flag","0","102","0.9623"
"2025","1","6","22","behavioral_health_flag","1","4","0.0377"
"2025","1","6","22","complexity_bucket","critical_care","13","0.1226"
"2025","1","6","22","complexity_bucket","high","50","0.4717"
"2025","1","6","22","complexity_bucket","low","15","0.1415"
"2025","1","6","22","complexity_bucket","moderate","24","0.2264"
"2025","1","6","22","complexity_bucket","straightforward","2","0.0189"
"2025","1","6","22","complexity_bucket","UNKNOWN","2","0.0189"
"2025","1","6","23","acuity","2","24","0.3158"
"2025","1","6","23","acuity","3","41","0.5395"
"2025","1","6","23","acuity","4","8","0.1053"
"2025","1","6","23","acuity","5","2","0.0263"
"2025","1","6","23","acuity","UNKNOWN","1","0.0132"
"2025","1","6","23","age_group","18-64","62","0.8158"
"2025","1","6","23","age_group","65-84","10","0.1316"
"2025","1","6","23","age_group","85+","1","0.0132"
"2025","1","6","23","age_group","<18","3","0.0395"
"2025","1","6","23","arrival_mode","ground_ambulance","24","0.3158"
"2025","1","6","23","arrival_mode","self_presented","52","0.6842"
"2025","1","6","23","behavioral_health_flag","0","73","0.9605"
"2025","1","6","23","behavioral_health_flag","1","3","0.0395"
"2025","1","6","23","complexity_bucket","critical_care","9","0.1184"
"2025","1","6","23","complexity_bucket","high","39","0.5132"
"2025","1","6","23","complexity_bucket","low","8","0.1053"
"2025","1","6","23","complexity_bucket","moderate","17","0.2237"
"2025","1","6","23","complexity_bucket","straightforward","2","0.0263"
"2025","1","6","23","complexity_bucket","UNKNOWN","1","0.0132"
"2025","1","7","0","acuity","1","2","0.0278"
"2025","1","7","0","acuity","2","23","0.3194"
"2025","1","7","0","acuity","3","38","0.5278"
"2025","1","7","0","acuity","4","9","0.1250"
"2025","1","7","0","age_group","18-64","59","0.8194"
"2025","1","7","0","age_group","65-84","9","0.1250"
"2025","1","7","0","age_group","85+","1","0.0139"
"2025","1","7","0","age_group","<18","3","0.0417"
"2025","1","7","0","arrival_mode","ground_ambulance","19","0.2639"
"2025","1","7","0","arrival_mode","other_unknown","1","0.0139"
"2025","1","7","0","arrival_mode","self_presented","52","0.7222"
"2025","1","7","0","behavioral_health_flag","0","70","0.9722"
"2025","1","7","0","behavioral_health_flag","1","2","0.0278"
"2025","1","7","0","complexity_bucket","critical_care","10","0.1389"
"2025","1","7","0","complexity_bucket","high","28","0.3889"
"2025","1","7","0","complexity_bucket","low","13","0.1806"
"2025","1","7","0","complexity_bucket","moderate","18","0.2500"
"2025","1","7","0","complexity_bucket","straightforward","2","0.0278"
"2025","1","7","0","complexity_bucket","UNKNOWN","1","0.0139"
"2025","1","7","1","acuity","2","25","0.4237"
"2025","1","7","1","acuity","3","25","0.4237"
"2025","1","7","1","acuity","4","8","0.1356"
"2025","1","7","1","acuity","5","1","0.0169"
"2025","1","7","1","age_group","18-64","51","0.8644"
"2025","1","7","1","age_group","65-84","4","0.0678"
"2025","1","7","1","age_group","85+","1","0.0169"
"2025","1","7","1","age_group","<18","3","0.0508"
"2025","1","7","1","arrival_mode","ground_ambulance","19","0.3220"
"2025","1","7","1","arrival_mode","self_presented","40","0.6780"
"2025","1","7","1","behavioral_health_flag","0","58","0.9831"
"2025","1","7","1","behavioral_health_flag","1","1","0.0169"
"2025","1","7","1","complexity_bucket","critical_care","4","0.0678"
"2025","1","7","1","complexity_bucket","high","30","0.5085"
"2025","1","7","1","complexity_bucket","low","6","0.1017"
"2025","1","7","1","complexity_bucket","minimal","1","0.0169"
"2025","1","7","1","complexity_bucket","moderate","16","0.2712"
"2025","1","7","1","complexity_bucket","straightforward","2","0.0339"
"2025","1","7","2","acuity","1","1","0.0217"
"2025","1","7","2","acuity","2","20","0.4348"
"2025","1","7","2","acuity","3","19","0.4130"
"2025","1","7","2","acuity","4","5","0.1087"
"2025","1","7","2","acuity","UNKNOWN","1","0.0217"
"2025","1","7","2","age_group","18-64","33","0.7174"
"2025","1","7","2","age_group","65-84","7","0.1522"
"2025","1","7","2","age_group","85+","1","0.0217"
"2025","1","7","2","age_group","<18","5","0.1087"
"2025","1","7","2","arrival_mode","ground_ambulance","19","0.4130"
"2025","1","7","2","arrival_mode","self_presented","27","0.5870"
"2025","1","7","2","behavioral_health_flag","0","46","1.0000"
"2025","1","7","2","complexity_bucket","critical_care","4","0.0870"
"2025","1","7","2","complexity_bucket","high","33","0.7174"
"2025","1","7","2","complexity_bucket","low","2","0.0435"
"2025","1","7","2","complexity_bucket","moderate","6","0.1304"
"2025","1","7","2","complexity_bucket","UNKNOWN","1","0.0217"
"2025","1","7","3","acuity","1","1","0.0208"
"2025","1","7","3","acuity","2","13","0.2708"
"2025","1","7","3","acuity","3","25","0.5208"
"2025","1","7","3","acuity","4","7","0.1458"
"2025","1","7","3","acuity","5","1","0.0208"
"2025","1","7","3","acuity","UNKNOWN","1","0.0208"
"2025","1","7","3","age_group","18-64","35","0.7292"
"2025","1","7","3","age_group","65-84","7","0.1458"
"2025","1","7","3","age_group","85+","2","0.0417"
"2025","1","7","3","age_group","<18","4","0.0833"
"2025","1","7","3","arrival_mode","ground_ambulance","17","0.3542"
"2025","1","7","3","arrival_mode","self_presented","31","0.6458"
"2025","1","7","3","behavioral_health_flag","0","45","0.9375"
"2025","1","7","3","behavioral_health_flag","1","3","0.0625"
"2025","1","7","3","complexity_bucket","critical_care","10","0.2083"
"2025","1","7","3","complexity_bucket","high","18","0.3750"
"2025","1","7","3","complexity_bucket","low","8","0.1667"
"2025","1","7","3","complexity_bucket","moderate","8","0.1667"
"2025","1","7","3","complexity_bucket","straightforward","1","0.0208"
"2025","1","7","3","complexity_bucket","UNKNOWN","3","0.0625"
"2025","1","7","4","acuity","2","6","0.1935"
"2025","1","7","4","acuity","3","20","0.6452"
"2025","1","7","4","acuity","4","5","0.1613"
"2025","1","7","4","age_group","18-64","20","0.6452"
"2025","1","7","4","age_group","65-84","7","0.2258"
"2025","1","7","4","age_group","<18","4","0.1290"
"2025","1","7","4","arrival_mode","ground_ambulance","8","0.2581"
"2025","1","7","4","arrival_mode","self_presented","23","0.7419"
"2025","1","7","4","behavioral_health_flag","0","29","0.9355"
"2025","1","7","4","behavioral_health_flag","1","2","0.0645"
"2025","1","7","4","complexity_bucket","critical_care","2","0.0645"
"2025","1","7","4","complexity_bucket","high","12","0.3871"
"2025","1","7","4","complexity_bucket","low","2","0.0645"
"2025","1","7","4","complexity_bucket","moderate","14","0.4516"
"2025","1","7","4","complexity_bucket","straightforward","1","0.0323"
"2025","1","7","5","acuity","2","10","0.3846"
"2025","1","7","5","acuity","3","13","0.5000"
"2025","1","7","5","acuity","4","3","0.1154"
"2025","1","7","5","age_group","18-64","21","0.8077"
"2025","1","7","5","age_group","65-84","4","0.1538"
"2025","1","7","5","age_group","85+","1","0.0385"
"2025","1","7","5","arrival_mode","ground_ambulance","12","0.4615"
"2025","1","7","5","arrival_mode","self_presented","14","0.5385"
"2025","1","7","5","behavioral_health_flag","0","26","1.0000"
"2025","1","7","5","complexity_bucket","critical_care","1","0.0385"
"2025","1","7","5","complexity_bucket","high","17","0.6538"
"2025","1","7","5","complexity_bucket","low","3","0.1154"
"2025","1","7","5","complexity_bucket","moderate","5","0.1923"
"2025","1","7","6","acuity","2","9","0.2000"
"2025","1","7","6","acuity","3","32","0.7111"
"2025","1","7","6","acuity","4","3","0.0667"
"2025","1","7","6","acuity","UNKNOWN","1","0.0222"
"2025","1","7","6","age_group","18-64","30","0.6667"
"2025","1","7","6","age_group","65-84","12","0.2667"
"2025","1","7","6","age_group","85+","1","0.0222"
"2025","1","7","6","age_group","<18","2","0.0444"
"2025","1","7","6","arrival_mode","ground_ambulance","7","0.1556"
"2025","1","7","6","arrival_mode","self_presented","38","0.8444"
"2025","1","7","6","behavioral_health_flag","0","44","0.9778"
"2025","1","7","6","behavioral_health_flag","1","1","0.0222"
"2025","1","7","6","complexity_bucket","critical_care","3","0.0667"
"2025","1","7","6","complexity_bucket","high","21","0.4667"
"2025","1","7","6","complexity_bucket","low","6","0.1333"
"2025","1","7","6","complexity_bucket","moderate","13","0.2889"
"2025","1","7","6","complexity_bucket","straightforward","1","0.0222"
"2025","1","7","6","complexity_bucket","UNKNOWN","1","0.0222"
"2025","1","7","7","acuity","1","2","0.0260"
"2025","1","7","7","acuity","2","11","0.1429"
"2025","1","7","7","acuity","3","39","0.5065"
"2025","1","7","7","acuity","4","24","0.3117"
"2025","1","7","7","acuity","UNKNOWN","1","0.0130"
"2025","1","7","7","age_group","18-64","57","0.7403"
"2025","1","7","7","age_group","65-84","16","0.2078"
